Code_commune_INSEE,Nom_commune,Code_postal,num_departement
01053,BOURG EN BRESSE,1000,10
01053,BOURG EN BRESSE,1000,10
01344,ST DENIS LES BOURG,1000,10
01165,FRANCHELEINS,1090,10
01183,GUEREINS,1090,10
01169,GENOUILLEUX,1090,10
01225,LURCY,1090,10
01258,MONTCEAUX,1090,10
01263,MONTMERLE SUR SAONE,1090,10
01165,FRANCHELEINS,1090,10
01165,FRANCHELEINS,1090,10
01011,APREMONT,1100,11
01031,BELLIGNAT,1100,11
01283,OYONNAX,1100,11
01237,MARTIGNAT,1100,11
01283,OYONNAX,1100,11
01014,ARBENT,1100,11
01171,GEOVREISSET,1100,11
01181,GROISSIAT,1100,11
01283,OYONNAX,1100,11
01080,CHAMPDOR CORCELLES,1110,11
01185,PLATEAU D HAUTEVILLE,1110,11
01185,PLATEAU D HAUTEVILLE,1110,11
01012,ARANC,1110,11
01080,CHAMPDOR CORCELLES,1110,11
01121,CORLIER,1110,11
01311,PREMILLIEU,1110,11
01060,BRENOD,1110,11
01185,PLATEAU D HAUTEVILLE,1110,11
01185,PLATEAU D HAUTEVILLE,1110,11
01142,DAGNEUX,1120,11
01049,LA BOISSE,1120,11
01262,MONTLUEL,1120,11
01297,PIZAY,1120,11
01342,STE CROIX,1120,11
01262,MONTLUEL,1120,11
01262,MONTLUEL,1120,11
01276,NIEVROZ,1120,11
01418,THIL,1120,11
01298,PLAGNE,1130,11
01357,ST GERMAIN DE JOUX,1130,11
01035,BELLEYDOUX,1130,11
01087,CHARIX,1130,11
01152,ECHALLON,1130,11
01204,LE POIZAT LALLEYRIAT,1130,11
01204,LE POIZAT LALLEYRIAT,1130,11
01174,GIRON,1130,11
01269,NANTUA,1130,11
01274,LES NEYROLLES,1130,11
01348,ST DIDIER SUR CHALARONNE,1140,11
01252,MOGNENEINS,1140,11
01351,ST ETIENNE SUR CHALARONNE,1140,11
01188,ILLIAT,1140,11
01167,GARNERANS,1140,11
01420,THOISSEY,1140,11
01428,VALEINS,1140,11
01295,PEYZIEUX SUR SAONE,1140,11
01047,BLYES,1150,11
01386,ST SORLIN EN BUGEY,1150,11
01431,VAUX EN BUGEY,1150,11
01099,CHAZEY SUR AIN,1150,11
01202,LAGNIEU,1150,11
01213,LEYMENT,1150,11
01366,STE JULIE,1150,11
01390,ST VULBAS,1150,11
01396,SAULT BRENAZ,1150,11
01411,SOUCLIN,1150,11
01444,VILLEBOIS,1150,11
01151,DRUILLAT,1160,11
01273,NEUVILLE SUR AIN,1160,11
01304,PONT D AIN,1160,11
01374,ST MARTIN DU MONT,1160,11
01314,PRIAY,1160,11
01425,LA TRANCLIERE,1160,11
01430,VARAMBON,1160,11
01173,GEX,1170,11
01399,SEGNY,1170,11
01153,ECHENEVEX,1170,11
01071,CESSY,1170,11
01247,MIJOUX,1170,11
01103,CHEVRY,1170,11
01135,CROZET,1170,11
01436,VESANCY,1170,11
01057,BOZ,1190,11
01094,CHAVANNES SUR REYSSOUZE,1190,11
01305,PONT DE VAUX,1190,11
01050,BOISSEY,1190,11
01284,OZAN,1190,11
01016,ARBIGNY,1190,11
01102,CHEVROUX,1190,11
01352,ST ETIENNE SUR REYSSOUZE,1190,11
01175,GORREVOD,1190,11
01323,REYSSOUZE,1190,11
01337,ST BENIGNE,1190,11
01402,SERMOYER,1190,11
01033,VALSERHONE,1200,12
01044,BILLIAT,1200,12
01104,CHEZERY FORENS,1200,12
01114,CONFORT,1200,12
01257,MONTANGES,1200,12
01033,VALSERHONE,1200,12
01033,VALSERHONE,1200,12
01189,INJOUX GENISSIAT,1200,12
01033,VALSERHONE,1200,12
01209,LEAZ,1200,12
01189,INJOUX GENISSIAT,1200,12
01033,VALSERHONE,1200,12
01448,VILLES,1200,12
74109,ELOISE,1200,12
01160,FERNEY VOLTAIRE,1210,12
01435,VERSONNEX,1210,12
01281,ORNEX,1210,12
01143,DIVONNE LES BAINS,1220,12
01397,SAUVERNY,1220,12
01180,GRILLY,1220,12
01017,ARGIS,1230,12
01107,CLEYZIEU,1230,12
01384,ST RAMBERT EN BUGEY,1230,12
01421,TORCIEU,1230,12
01111,CONAND,1230,12
01155,EVOSGES,1230,12
01277,NIVOLLET MONTGRIFFON,1230,12
01076,CHALEY,1230,12
01013,ARANDAS,1230,12
01279,ONCIEU,1230,12
01416,TENAY,1230,12
01211,LENT,1240,12
01359,ST GERMAIN SUR RENON,1240,12
01335,ST ANDRE LE BOUCHOUX,1240,12
01085,LA CHAPELLE DU CHATELARD,1240,12
01145,DOMPIERRE SUR VEYLE,1240,12
01069,CERTINES,1240,12
01235,MARLIEUX,1240,12
01383,ST PAUL DE VARAX,1240,12
01197,JOURNANS,1250,12
01245,BOHAS MEYRIAT RIGNAT,1250,12
01072,CEYZERIAT,1250,12
01095,NIVIGNE ET SURAN,1250,12
01447,VILLEREVERSURE,1250,12
01125,CORVEISSIAT,1250,12
01184,HAUTECOURT ROMANECHE,1250,12
01184,HAUTECOURT ROMANECHE,1250,12
01195,JASSERON,1250,12
01245,BOHAS MEYRIAT RIGNAT,1250,12
01317,RAMASSE,1250,12
01095,NIVIGNE ET SURAN,1250,12
01106,CIZE,1250,12
01245,BOHAS MEYRIAT RIGNAT,1250,12
01254,MONTAGNAT,1250,12
01321,REVONNAS,1250,12
01408,SIMANDRE SUR SURAN,1250,12
01150,DROM,1250,12
01177,GRAND CORENT,1250,12
01309,POUILLAT,1250,12
01369,ST JUST,1250,12
01422,TOSSIAT,1250,12
01036,VALROMEY SUR SERAN,1260,12
01187,HAUT VALROMEY,1260,12
01453,ARVIERE EN VALROMEY,1260,12
01079,CHAMPAGNE EN VALROMEY,1260,12
01187,HAUT VALROMEY,1260,12
01187,HAUT VALROMEY,1260,12
01036,VALROMEY SUR SERAN,1260,12
01036,VALROMEY SUR SERAN,1260,12
01036,VALROMEY SUR SERAN,1260,12
01036,VALROMEY SUR SERAN,1260,12
01079,CHAMPAGNE EN VALROMEY,1260,12
01079,CHAMPAGNE EN VALROMEY,1260,12
01453,ARVIERE EN VALROMEY,1260,12
01036,VALROMEY SUR SERAN,1260,12
01036,VALROMEY SUR SERAN,1260,12
01187,HAUT VALROMEY,1260,12
01330,RUFFIEU,1260,12
01453,ARVIERE EN VALROMEY,1260,12
01108,COLIGNY,1270,12
01147,DOMSURE,1270,12
01432,VERJON,1270,12
01445,VILLEMOTIER,1270,12
01029,BEAUPONT,1270,12
01296,PIRAJOUX,1270,12
01391,SALAVRE,1270,12
01313,PREVESSIN MOENS,1280,12
01313,PREVESSIN MOENS,1280,12
01046,BIZIAT,1290,12
01179,GRIEGES,1290,12
01134,CROTTET,1290,12
01136,CRUZILLES LES MEPILLAT,1290,12
01306,PONT DE VEYLE,1290,12
01334,ST ANDRE D HUIRIAT,1290,12
01365,ST JEAN SUR VEYLE,1290,12
01042,BEY,1290,12
01123,CORMORANCHE SUR SAONE,1290,12
01203,LAIZ,1290,12
01015,ARBOYS EN BUGEY,1300,13
01058,BREGNIER CORDON,1300,13
01117,CONZIEU,1300,13
01227,MAGNIEU,1300,13
01234,MARIGNIEU,1300,13
01286,PARVES ET NATTAGES,1300,13
01286,PARVES ET NATTAGES,1300,13
01009,ANDERT ET CONDON,1300,13
01141,CUZIEU,1300,13
01310,PREMEYZEL,1300,13
01006,AMBLEON,1300,13
01015,ARBOYS EN BUGEY,1300,13
01034,BELLEY,1300,13
01098,CHAZEY BONS,1300,13
01110,COLOMIEU,1300,13
01268,MURS ET GELIGNIEUX,1300,13
01338,GROSLEE ST BENOIT,1300,13
01454,VIRIGNIN,1300,13
01061,BRENS,1300,13
01116,CONTREVOZ,1300,13
01193,IZIEU,1300,13
01227,MAGNIEU,1300,13
01239,MASSIGNIEU DE RIVES,1300,13
01294,PEYRIEU,1300,13
01358,ST GERMAIN LES PAROISSES,1300,13
01065,BUELLAS,1310,13
01065,BUELLAS,1310,13
01140,CURTAFOND,1310,13
01115,CONFRANCON,1310,13
01375,ST MARTIN LE CHATEL,1310,13
01385,ST REMY,1310,13
01264,MONTRACOL,1310,13
01259,MONTCET,1310,13
01301,POLLIAT,1310,13
01090,CHATENAY,1320,13
01129,CRANS,1320,13
01449,VILLETTE SUR AIN,1320,13
01074,CHALAMONT,1320,13
01381,ST NIZIER LE DESERT,1320,13
01092,CHATILLON LA PALUD,1320,13
01052,BOULIGNEUX,1330,13
01207,LAPEYROUSE,1330,13
01299,LE PLANTAY,1330,13
01443,VILLARS LES DOMBES,1330,13
01045,BIRIEUX,1330,13
01434,VERSAILLEUX,1330,13
01005,AMBERIEUX EN DOMBES,1330,13
01382,STE OLIVE,1330,13
01266,MONTREVEL EN BRESSE,1340,13
01130,BRESSE VALLONS,1340,13
01229,MALAFRETAZ,1340,13
01236,MARSONNAS,1340,13
01163,FOISSIAT,1340,13
01024,ATTIGNAT,1340,13
01040,BEREZIAT,1340,13
01130,BRESSE VALLONS,1340,13
01196,JAYAT,1340,13
01346,ST DIDIER D AUSSIAT,1340,13
01387,ST SULPICE,1340,13
01138,CULOZ,1350,13
01208,LAVOURS,1350,13
01162,FLAXIEU,1350,13
01039,BEON,1350,13
01073,CEYZERIEU,1350,13
01133,CRESSIN ROCHEFORT,1350,13
01456,VONGNES,1350,13
01010,ANGLEFORT,1350,13
01302,POLLIEU,1350,13
01224,LOYETTES,1360,13
01062,BRESSOLLES,1360,13
01032,BELIGNEUX,1360,13
01027,BALAN,1360,13
01062,BRESSOLLES,1360,13
01032,BELIGNEUX,1360,13
01032,BELIGNEUX,1360,13
01032,BELIGNEUX,1360,13
01350,ST ETIENNE DU BOIS,1370,13
01426,VAL REVERMONT,1370,13
01241,MEILLONNAS,1370,13
01426,VAL REVERMONT,1370,13
01127,COURMANGOUX,1370,13
01426,VAL REVERMONT,1370,13
01038,BENY,1370,13
01332,ST ANDRE DE BAGE,1380,13
01355,ST GENIS SUR MENTHON,1380,13
01026,BAGE LE CHATEL,1380,13
01050,BOISSEY,1380,13
01343,ST CYR SUR MENTHON,1380,13
01025,BAGE DOMMARTIN,1380,13
01025,BAGE DOMMARTIN,1380,13
01318,RANCE,1390,13
01362,ST JEAN DE THURIGNEUX,1390,13
01261,MONTHIEUX,1390,13
01105,CIVRIEUX,1390,13
01248,MIONNAY,1390,13
01371,ST MARCEL,1390,13
01333,ST ANDRE DE CORCY,1390,13
01424,TRAMOYES,1390,13
01084,CHANOZ CHATENAY,1400,14
01093,CHATILLON SUR CHALARONNE,1400,14
01146,DOMPIERRE SUR CHALARONNE,1400,14
01272,NEUVILLE LES DAMES,1400,14
01328,ROMANS,1400,14
01356,ST GEORGES SUR RENON,1400,14
01113,CONDEISSIAT,1400,14
01001,L ABERGEMENT CLEMENCIAT,1400,14
01393,SANDRANS,1400,14
01412,SULIGNAT,1400,14
39274,LAJOUX,1410,14
01104,CHEZERY FORENS,1410,14
01081,CHAMPFROMIER,1410,14
01210,LELEX,1410,14
01247,MIJOUX,1410,14
01407,SEYSSEL,1420,14
01082,CHANAY,1420,14
01118,CORBONOD,1420,14
01215,SURJOUX LHOPITAL,1420,14
01215,SURJOUX LHOPITAL,1420,14
01112,CONDAMINE,1430,14
01191,IZENAVE,1430,14
01101,CHEVILLARD,1430,14
01206,LANTENAY,1430,14
01373,ST MARTIN DU FRENE,1430,14
01067,CEIGNES,1430,14
01228,MAILLAT,1430,14
01282,OUTRIAZ,1430,14
01293,PEYRIAT,1430,14
01441,VIEU D IZENAVE,1430,14
01451,VIRIAT,1440,14
01051,BOLOZON,1450,14
01331,ST ALBAN,1450,14
01404,SERRIERES SUR AIN,1450,14
01242,MERIGNAT,1450,14
01068,CERDON,1450,14
01077,CHALLES LA MONTAGNE,1450,14
01214,LEYSSARD,1450,14
01303,PONCIN,1450,14
01200,LABALME,1450,14
01267,NURIEUX VOLOGNAT,1460,14
01269,NANTUA,1460,14
01170,BEARD GEOVREISSIAT,1460,14
01307,PORT,1460,14
01063,BRION,1460,14
01265,MONTREAL LA CLUSE,1460,14
01267,NURIEUX VOLOGNAT,1460,14
01064,BRIORD,1470,14
01403,SERRIERES DE BRIORD,1470,14
01037,BENONCES,1470,14
01255,MONTAGNIEU,1470,14
01400,SEILLONNAZ,1470,14
01157,FAREINS,1480,14
01166,FRANS,1480,14
01398,SAVIGNEUX,1480,14
01021,ARS SUR FORMANS,1480,14
01194,JASSANS RIOTTIER,1480,14
01243,MESSIMY SUR SAONE,1480,14
01446,VILLENEUVE,1480,14
01030,BEAUREGARD,1480,14
01075,CHALEINS,1480,14
01004,AMBERIEU EN BUGEY,1500,15
01008,AMBUTRIX,1500,15
01149,DOUVRES,1500,15
01007,AMBRONAY,1500,15
01089,CHATEAU GAILLARD,1500,15
01379,ST MAURICE DE REMENS,1500,15
01041,BETTANT,1500,15
01345,ST DENIS EN BUGEY,1500,15
01019,ARMIX,1510,15
01022,ARTEMARE,1510,15
01100,CHEIGNIEU LA BALME,1510,15
01453,ARVIERE EN VALROMEY,1510,15
01098,CHAZEY BONS,1510,15
01372,ST MARTIN DE BAVEL,1510,15
01066,LA BURBANCHE,1510,15
01280,ORDONNAZ,1510,15
01415,TALISSIEU,1510,15
01329,ROSSILLON,1510,15
01452,VIRIEU LE GRAND,1510,15
01368,ST JULIEN SUR VEYLE,1540,15
01457,VONNAS,1540,15
01291,PERREX,1540,15
01109,COLLONGES,1550,15
01308,POUGNY,1550,15
01158,FARGES,1550,15
01212,LESCHEROUX,1560,15
01367,ST JULIEN SUR REYSSOUZE,1560,15
01380,ST NIZIER LE BOUCHOUX,1560,15
01388,ST TRIVIER DE COURTES,1560,15
01230,MANTENAY MONTLIN,1560,15
01124,CORMOZ,1560,15
01128,COURTES,1560,15
01433,VERNOUX,1560,15
01437,VESCOURS,1560,15
01139,CURCIAT DONGALON,1560,15
01364,ST JEAN SUR REYSSOUZE,1560,15
01406,SERVIGNAT,1560,15
01231,MANZIAT,1570,15
01159,FEILLENS,1570,15
01023,ASNIERES SUR SAONE,1570,15
01439,VESINES,1570,15
01240,MATAFELON GRANGES,1580,15
01192,IZERNORE,1580,15
01240,MATAFELON GRANGES,1580,15
01410,SONTHONNAX LA MONTAGNE,1580,15
01392,SAMOGNAT,1580,15
01410,SONTHONNAX LA MONTAGNE,1580,15
39102,CHANCIA,1590,15
01148,DORTAN,1590,15
39283,LAVANCIA EPERCY,1590,15
01250,MISERIEUX,1600,16
01339,ST BERNARD,1600,16
01427,TREVOUX,1600,16
01238,MASSIEUX,1600,16
01285,PARCIEUX,1600,16
01423,TOUSSIEUX,1600,16
01353,STE EUPHEMIE,1600,16
01322,REYRIEUX,1600,16
01347,ST DIDIER DE FORMANS,1600,16
01288,PERON,1630,16
01078,CHALLEX,1630,16
01354,ST GENIS POUILLY,1630,16
01360,ST JEAN DE GONVILLE,1630,16
01401,SERGY,1630,16
01199,JUJURIEUX,1640,16
01002,L ABERGEMENT DE VAREY,1640,16
01056,BOYEUX ST JEROME,1640,16
01363,ST JEAN LE VIEUX,1640,16
01246,MEZERIAT,1660,16
01096,CHAVEYRIAT,1660,16
01429,VANDEINS,1660,16
01216,LHUIS,1680,16
01219,LOMPNAS,1680,16
01233,MARCHAMP,1680,16
01338,GROSLEE ST BENOIT,1680,16
01190,INNIMOND,1680,16
01275,NEYRON,1700,17
01043,BEYNOST,1700,17
01249,MIRIBEL,1700,17
01249,MIRIBEL,1700,17
01249,MIRIBEL,1700,17
01376,ST MAURICE DE BEYNOST,1700,17
01419,THOIRY,1710,17
01370,ST LAURENT SUR SAONE,1750,17
01320,REPLONGES,1750,17
01134,CROTTET,1750,17
01054,BOURG ST CHRISTOPHE,1800,18
01156,FARAMANS,1800,18
01260,LE MONTELLIER,1800,18
01325,RIGNIEUX LE FRANC,1800,18
01450,VILLIEU LOYES MOLLON,1800,18
01361,ST JEAN DE NIOST,1800,18
01054,BOURG ST CHRISTOPHE,1800,18
01244,MEXIMIEUX,1800,18
01290,PEROUGES,1800,18
01349,ST ELOI,1800,18
01450,VILLIEU LOYES MOLLON,1800,18
01088,CHARNOZ SUR AIN,1800,18
01450,VILLIEU LOYES MOLLON,1800,18
01198,JOYEUX,1800,18
01378,ST MAURICE DE GOURDANS,1800,18
01232,MARBOZ,1851,18
01289,PERONNAS,1960,19
01336,ST ANDRE SUR VIEUX JONC,1960,19
01405,SERVAS,1960,19
01028,BANEINS,1990,19
01083,CHANEINS,1990,19
01389,ST TRIVIER SUR MOIGNANS,1990,19
01319,RELEVANT,1990,19
02157,CHAMBRY,2000,20
02311,FILAIN,2000,20
02497,MONS EN LAONNOIS,2000,20
02499,MONTBAVIN,2000,20
02115,BRAYE EN LAONNOIS,2000,20
02174,CHAVIGNON,2000,20
02407,LANISCOURT,2000,20
02408,LAON,2000,20
02489,MOLINCHART,2000,20
02765,VAUCELLES ET BEFFECOURT,2000,20
02108,BOURGUIGNON SOUS MONTBAVIN,2000,20
02155,CHAILLEVOIS,2000,20
02180,CHERY LES POUILLY,2000,20
02191,CHIVY LES ETOUVELLES,2000,20
02196,CLACY ET THIERRET,2000,20
02478,MERLIEUX ET FOUQUEROLLES,2000,20
02490,MONAMPTEUIL,2000,20
02047,BARENTON CEL,2000,20
02183,CHEVREGNY,2000,20
02294,ETOUVELLES,2000,20
02755,URCEL,2000,20
02037,AULNOIS SOUS LAON,2000,20
02046,BARENTON BUGNY,2000,20
02589,PARGNY FILAIN,2000,20
02661,ROYAUCOURT ET CHAILVET,2000,20
02787,VERNEUIL SUR SERRE,2000,20
02288,ESSIGNY LE PETIT,2100,21
02303,FAYET,2100,21
02420,LESDINS,2100,21
02371,HARLY,2100,21
02659,ROUVROY,2100,21
02549,NEUVILLE ST AMAND,2100,21
02637,REMAUCOURT,2100,21
02691,ST QUENTIN,2100,21
02355,GRICOURT,2100,21
02525,MORCOURT,2100,21
02571,OMISSY,2100,21
02057,BEAUREVOIR,2110,21
02319,FONSOMME,2110,21
02618,PREMONT,2110,21
02635,RAMICOURT,2110,21
02061,BECQUIGNY,2110,21
02095,BOHAIN EN VERMANDOIS,2110,21
02240,CROIX FONSOMME,2110,21
02293,ETAVES ET BOCQUIAUX,2110,21
02323,FONTAINE UTERTE,2110,21
02488,MOLAIN,2110,21
02500,MONTBREHAIN,2110,21
02511,MONTIGNY EN ARROUAISE,2110,21
02703,SEBONCOURT,2110,21
02006,AISONVILLE ET BERNOVILLE,2110,21
02322,FONTAINE NOTRE DAME,2110,21
02358,GROUGIS,2110,21
02769,VAUX ANDIGNY,2110,21
02760,LA VALLEE MULATRE,2110,21
02112,BRANCOURT LE GRAND,2110,21
02310,FIEULAINE,2110,21
02647,RIBEAUVILLE,2110,21
02683,ST MARTIN RIVIERE,2110,21
02709,SERAIN,2110,21
02070,BERNOT,2120,21
02244,CRUPILLY,2120,21
02361,GUISE,2120,21
02450,MACQUIGNY,2120,21
02757,VADENCOURT,2120,21
02188,CHIGNY,2120,21
02624,PROISY,2120,21
02783,GRAND VERLY,2120,21
02206,COLONFAY,2120,21
02313,FLAVIGNY LE GRAND ET BEAURAIN,2120,21
02403,LANDIFAY ET BERTAIGNEMONT,2120,21
02832,WIEGE FATY,2120,21
02376,HAUTEVILLE,2120,21
02455,MALZY,2120,21
02494,MONCEAU SUR OISE,2120,21
02563,NOYALES,2120,21
02625,PROIX,2120,21
02668,SAINS RICHAUMONT,2120,21
02753,TUPIGNY,2120,21
02757,VADENCOURT,2120,21
02814,VILLERS LES GUISE,2120,21
02035,AUDIGNY,2120,21
02379,LE HERIE LA VIEVILLE,2120,21
02422,LESQUIELLES ST GERMAIN,2120,21
02469,MARLY GOMONT,2120,21
02629,PUISIEUX ET CLANLIEU,2120,21
02654,ROMERY,2120,21
02220,COULONGES COHAN,2130,21
02227,COURMONT,2130,21
02351,GOUSSANCOURT,2130,21
02442,LOUPEIGNE,2130,21
02699,SAPONAY,2130,21
02794,VEZILLY,2130,21
02083,BEUVARDES,2130,21
02220,COULONGES COHAN,2130,21
02305,FERE EN TARDENOIS,2130,21
02655,RONCHERES,2130,21
02806,VILLENEUVE SUR FERE,2130,21
02809,VILLERS AGRON AIGUIZY,2130,21
02127,BRUYERES SUR FERE,2130,21
02712,SERGY,2130,21
02816,VILLERS SUR FERE,2130,21
02022,ARCY STE RESTITUE,2130,21
02271,DRAVEGNY,2130,21
02462,MAREUIL EN DOLE,2130,21
02713,SERINGES ET NESLES,2130,21
02022,ARCY STE RESTITUE,2130,21
02193,CIERGES,2130,21
02233,CRAMAILLE,2130,21
02332,FRESNES EN TARDENOIS,2130,21
02116,BRAYE EN THIERACHE,2140,21
02321,FONTAINE LES VERVINS,2140,21
02535,NAMPCELLES LA COUR,2140,21
02608,PLOMION,2140,21
02623,PRISCES,2140,21
02681,ST GOBERT,2140,21
02759,LA VALLEE AU BLE,2140,21
02826,VOULPAIX,2140,21
02109,LA BOUTEILLE,2140,21
02136,BURELLES,2140,21
02256,DAGNY LAMBERCY,2140,21
02657,ROUGERIES,2140,21
02331,FRANQUEVILLE,2140,21
02341,GERCY,2140,21
02357,GRONARD,2140,21
02384,HOURY,2140,21
02401,LAIGNY,2140,21
02405,LANDOUZY LA VILLE,2140,21
02740,THENAILLES,2140,21
02789,VERVINS,2140,21
02369,HARCIGNY,2140,21
02373,HARY,2140,21
02463,MARFONTAINE,2140,21
02688,ST PIERRE LES FRANQUEVILLE,2140,21
02731,LE SOURD,2140,21
02044,BANCIGNY,2140,21
02377,HAUTION,2140,21
02391,JEANTES,2140,21
02404,LANDOUZY LA COUR,2140,21
02416,LEME,2140,21
02444,LUGNY,2140,21
02652,ROGNY,2140,21
02823,VOHARIES,2140,21
02720,SISSONNE,2150,21
02705,LA SELVE,2150,21
02553,NIZY LE COMTE,2150,21
02409,LAPPION,2150,21
02208,CONCEVREUX,2160,21
02439,LES SEPTVALLONS,2160,21
02439,LES SEPTVALLONS,2160,21
02439,LES SEPTVALLONS,2160,21
02588,PARGNAN,2160,21
02803,LA VILLE AUX BOIS LES PONTAVERT,2160,21
02234,CRAONNE,2160,21
02235,CRAONNELLE,2160,21
02252,CUISSY ET GENY,2160,21
02364,GUYENCOURT,2160,21
02439,LES SEPTVALLONS,2160,21
02578,OULCHES LA VALLEE FOULON,2160,21
02764,VASSOGNE,2160,21
02104,BOUFFIGNEREUX,2160,21
02250,CUIRY LES CHAUDARDES,2160,21
02482,MEURIVAL,2160,21
02534,MUSCOURT,2160,21
02613,PONTAVERT,2160,21
02656,ROUCY,2160,21
02778,VENDRESSE BEAULNE,2160,21
02058,BEAURIEUX,2160,21
02091,BLANZY LES FISMES,2160,21
02171,CHAUDARDES,2160,21
02439,LES SEPTVALLONS,2160,21
02530,MOULINS,2160,21
02565,OEUILLY,2160,21
02582,PAISSY,2160,21
02730,SOUPIR,2160,21
02797,VIEL ARCY,2160,21
02106,BOURG ET COMIN,2160,21
02396,JUMIGNY,2160,21
02439,LES SEPTVALLONS,2160,21
02439,LES SEPTVALLONS,2160,21
02439,LES SEPTVALLONS,2160,21
02453,MAIZY,2160,21
02531,MOUSSY VERNEUIL,2160,21
02612,PONT ARCY,2160,21
02715,SERVAL,2160,21
02050,BARZY EN THIERACHE,2170,21
02286,ESQUEHERIES,2170,21
02419,LESCHELLE,2170,21
02558,LE NOUVION EN THIERACHE,2170,21
02324,FONTENELLE,2170,21
02073,BERRY AU BAC,2190,21
02211,CONDE SUR SUIPPE,2190,21
02626,PROUVAIS,2190,21
02299,EVERGNICOURT,2190,21
02360,VILLENEUVE SUR AISNE,2190,21
02399,JUVINCOURT ET DAMARY,2190,21
02454,LA MALMAISON,2190,21
02541,NEUFCHATEL SUR AISNE,2190,21
02076,BERTRICOURT,2190,21
02572,ORAINVILLE,2190,21
02601,PIGNICOURT,2190,21
02005,AGUILCOURT,2190,21
02440,LOR,2190,21
02761,VARISCOURT,2190,21
02013,AMIFONTAINE,2190,21
02360,VILLENEUVE SUR AISNE,2190,21
02627,PROVISEUX ET PLESNOY,2190,21
02154,CHACRISE,2200,22
02564,NOYANT ET ACONIN,2200,22
02780,VENIZEL,2200,22
02593,PASLY,2200,22
02607,PLOISY,2200,22
02663,ROZIERES SUR CRISE,2200,22
02805,VILLENEUVE ST GERMAIN,2200,22
02172,CHAUDUN,2200,22
02706,SEPTMONTS,2200,22
02767,VAUXREZIS,2200,22
02770,VAUXBUIN,2200,22
02003,ACY,2200,22
02064,BELLEU,2200,22
02077,BERZY LE SEC,2200,22
02138,BUZANCY,2200,22
02253,CUISY EN ALMONT,2200,22
02598,PERNANT,2200,22
02610,POMMIERS,2200,22
02722,SOISSONS,2200,22
02012,AMBRIEF,2200,22
02089,BILLY SUR AISNE,2200,22
02226,COURMELLES,2200,22
02477,MERCIN ET VAUX,2200,22
02485,MISSY AUX BOIS,2200,22
02536,NAMPTEUIL SOUS MURET,2200,22
02667,SACONIN ET BREUIL,2200,22
02372,HARTENNES ET TAUX,2210,22
02412,LAUNOY,2210,22
02649,ROCOURT ST MARTIN,2210,22
02119,BRECY,2210,22
02203,COINCY,2210,22
02241,LA CROIX SUR OURCQ,2210,22
02580,OULCHY LE CHATEAU,2210,22
02585,PARCY ET TIGNY,2210,22
02693,ST REMY BLANZY,2210,22
02804,VILLEMONTOIRE,2210,22
02023,ARMENTIERES SUR OURCQ,2210,22
02121,BRENY,2210,22
02192,CHOUY,2210,22
02580,OULCHY LE CHATEAU,2210,22
02606,LE PLESSIER HULEU,2210,22
02662,ROZET ST ALBIN,2210,22
02272,DROIZY,2210,22
02356,GRISOLLES,2210,22
02411,LATILLY,2210,22
02799,VIERZY,2210,22
02082,BEUGNEUX,2210,22
02090,BILLY SUR OURCQ,2210,22
02507,MONTGRU ST HILAIRE,2210,22
02533,MURET ET CROUTTES,2210,22
02538,NANTEUIL NOTRE DAME,2210,22
02579,OULCHY LA VILLE,2210,22
02665,GRAND ROZOY,2210,22
02796,VICHEL NANTEUIL,2210,22
02152,CERSEUIL,2220,22
02195,CIRY SALSOGNE,2220,22
02224,COURCELLES SUR VESLE,2220,22
02230,COUVRELLES,2220,22
02263,DHUIZEL,2220,22
02695,ST THIBAUT,2220,22
02110,BRAINE,2220,22
02255,CYS LA COMMUNE,2220,22
02735,TANNIERES,2220,22
02763,VASSENY,2220,22
02773,VAUXTIN,2220,22
02054,BAZOCHES SUR VESLES,2220,22
02427,LHUYS,2220,22
02520,MONT NOTRE DAME,2220,22
02523,MONT ST MARTIN,2220,22
02581,PAARS,2220,22
02633,QUINCY SOUS LE MONT,2220,22
02817,VILLE SAVOYE,2220,22
02120,BRENELLE,2220,22
02249,CUIRY HOUSSE,2220,22
02421,LESGES,2220,22
02432,LIME,2220,22
02714,SERMOISE,2220,22
02036,AUGY,2220,22
02129,BRUYS,2220,22
02179,CHERY CHARTREUVE,2220,22
02393,JOUAIGNES,2220,22
02447,MAAST ET VIOLAINE,2220,22
02682,ST MARD,2220,22
02711,SERCHES,2220,22
02334,FRESNOY LE GRAND,2230,22
02009,ALAINCOURT,2240,22
02149,CERIZY,2240,22
02483,MEZIERES SUR OISE,2240,22
02605,PLEINE SELVE,2240,22
02075,BERTHENICOURT,2240,22
02387,ITANCOURT,2240,22
02640,RENANSART,2240,22
02124,BRISSY HAMEGICOURT,2240,22
02648,RIBEMONT,2240,22
02717,SERY LES MEZIERES,2240,22
02721,SISSY,2240,22
02732,SURFONTAINE,2240,22
02813,VILLERS LE SEC,2240,22
02123,BRISSAY CHOIGNY,2240,22
02170,CHATILLON SUR OISE,2240,22
02592,PARPEVILLE,2240,22
02636,REGNY,2240,22
02513,MONTIGNY LE FRANC,2250,22
02827,VOYENNE,2250,22
02385,HOUSSET,2250,22
02460,MARCY SOUS MARLE,2250,22
02547,LA NEUVILLE HOUSSET,2250,22
02039,AUTREMENCOURT,2250,22
